Date,Open,High,Low,Close,Volume
2023-01-03,128.1057773178633,128.7154254385632,122.0977455022682,122.98272705078125,112117500
2023-01-04,124.77234386397704,126.51280869797894,122.99255318811515,124.25119018554688,89113600
2023-01-05,125.00834271164995,125.63766124201173,122.67790010774006,122.93355560302734,80962700
2023-01-06,123.90701849100518,128.11558077623516,122.80570749443298,127.4567642211914,87754700
2023-01-09,128.292610198386,131.18354745345354,127.72228791640812,127.97794342041016,70790800
2023-01-10,128.08609090104719,129.06940194282927,125.98180587179891,128.54824829101562,63896200
2023-01-11,129.05953970902797,131.28181666748267,128.28273079564494,131.2621612548828,69458900
2023-01-12,131.64567480294028,132.0193227611732,129.24639368399414,131.1835174560547,71379600
2023-01-13,129.82658137088367,132.66835024455597,129.46276101465787,132.51101684570312,57809700
2023-01-17,132.5798345273993,134.99877137842552,131.89151977321038,133.6713104248047,63646600
2023-01-18,134.5366534532576,136.296774002363,132.77651790001315,132.95352172851562,69672800
2023-01-19,131.84235433638028,133.9761376268957,131.53753029546903,133.0124969482422,58280400
2023-01-20,133.02234968254703,135.7166280099619,131.98004211916552,135.56912231445312,80223600
2023-01-23,135.81491475833332,140.92814412125819,135.59858513124948,138.75502014160156,81760300
2023-01-24,137.9683546796287,140.77079684177573,137.9585269717819,140.15130615234375,66435100
2023-01-25,138.53867984910516,140.05297211797858,136.49339126221906,139.49249267578125,65799300
2023-01-26,140.78062529691158,141.8426029112318,139.53181620357194,141.5574493408203,54105100
2023-01-27,140.77082215722044,144.77289057415175,140.69215546789684,143.4945831298828,70555800
2023-01-30,142.540806802597,143.12095684480488,140.4660194445421,140.61351013183594,64015300
2023-01-31,140.31849689379183,141.93112656571586,139.90550801485074,141.8819580078125,65874500
2023-02-01,141.56731895311415,144.16325999959267,138.96155019582764,143.00294494628906,77663600
2023-02-02,146.41500811186492,148.65695608667727,145.69719525256042,148.302978515625,118339000
2023-02-03,145.55951636317744,154.7534795979514,145.36285717719954,151.92153930664062,154357300
2023-02-06,150.02377712562708,150.54493079230497,148.26364190831887,149.19778442382812,69858300
2023-02-07,148.12598902287087,152.63938353904294,148.12598902287087,152.06906127929688,83322600
2023-02-08,151.31190929849808,152.0002240332312,148.64712974900903,149.38461303710938,64120100
2023-02-09,151.21355015828513,151.75437415824857,147.90962490884843,148.35211181640625,56007100
2023-02-10,147.1900447411898,149.04148154329528,146.9536843926681,148.71649169921875,57450700
2023-02-13,148.65744714640496,151.91717418893083,148.62790397291747,151.51341247558594,62199000
2023-02-14,149.8096612758476,151.43461079325414,148.56880303013764,150.87326049804688,61707600
2023-02-15,150.78461690781828,153.1383177826238,150.55811427879883,152.9709014892578,65573800
2023-02-16,151.17854429955682,153.95572244720177,151.02098573800205,151.37551879882812,68167900
2023-02-17,150.03616431892533,150.6762863218937,148.55894582557343,150.23312377929688,59144100
2023-02-21,147.9188390818426,149.00213887625634,146.15603126407484,146.22496032714844,58867200
2023-02-22,146.60900607426132,147.67260518894304,144.92498541296462,146.64840698242188,51011300
2023-02-23,147.81045848665238,148.05666153497864,145.00375275195816,147.1309356689453,48394200
2023-02-24,144.87577631301392,144.9545631210652,143.5068874555982,144.4818572998047,55469600
2023-02-27,145.46662923177482,146.90444675275575,145.2105684203629,145.67343139648438,44998500
2023-02-28,144.8166705381309,146.8158385647427,144.6000106018143,145.17120361328125,50547000
2023-03-01,144.60000744430354,144.9939263960711,142.80764165155819,143.10308837890625,55479000
2023-03-02,142.18720807379,144.48182259076125,141.71448733904464,143.6939697265625,52238100
2023-03-03,145.79161175732688,148.8149928448926,145.0924034132026,148.7362060546875,70732300
2023-03-06,151.4542972077173,153.92618602775224,151.1293223291666,151.4936981201172,87558000
2023-03-07,151.36567408118486,151.69066400049135,148.83471383986452,149.29757690429688,56182000
2023-03-08,150.48919246419973,151.13917230662574,149.52408044265695,150.54827880859375,47204800
2023-03-09,151.22778082054958,152.19289270805663,147.9483539187185,148.30288696289062,53833600
2023-03-10,147.92868001277867,148.64758887079853,145.36816171354923,146.24464416503906,68572400
2023-03-13,145.56511831219402,150.81417020284252,145.4567883472071,148.18472290039062,84457100
2023-03-14,148.98243524821328,151.07023295988367,147.82036369988242,150.2725372314453,73695900
2023-03-15,148.8937927615987,150.92250395033966,147.64307677577528,150.6664581298828,77167900
2023-03-16,149.84904194741503,154.08373780814682,149.33693534803646,153.48300170898438,76161100
2023-03-17,153.70956507504528,154.35954505108717,151.9368992435896,152.64596557617188,98944600
2023-03-20,152.71489092530072,155.42312546588803,151.80885014610277,155.00949096679688,73641400
2023-03-21,154.93072241220443,156.97911935630492,154.16255477435743,156.86094665527344,73938300
2023-03-22,156.88061300312046,159.6774765177441,155.41323716716616,155.4329376220703,75701800
2023-03-23,156.41776312286146,159.0964541870748,155.28521978995877,156.5162353515625,67622100
2023-03-24,156.44730394409444,157.90482213956633,155.45264879499626,157.81619262695312,59196500
2023-03-27,157.51087533277843,158.32827131215595,155.47230674076903,155.87608337402344,52390300
2023-03-28,155.57083875533723,156.08294548571627,153.61105638332387,155.2556915283203,45992200
2023-03-29,156.94956160428092,158.60405440029712,156.92987617396892,158.32830810546875,51305700
2023-03-30,159.07676882534926,160.0024950198449,158.8207229739758,159.8941650390625,49501700
2023-03-31,159.97289351467978,162.49401030046954,159.4509442595143,162.39552307128906,68749800
2023-04-03,161.775118163648,163.76442815863666,161.7258745440201,163.64625549316406,56976200
2023-04-04,164.0697406002056,164.3060859426903,162.6023648150906,163.11447143554688,46278300
2023-04-05,162.2380152446489,162.54330471265868,159.34266411557562,161.27288818359375,51511700
2023-04-06,159.96311293315853,162.45470278445305,159.53965070291807,162.1592559814453,45390100
2023-04-10,158.96843186504725,159.5691680908203,157.6487867222166,159.5691680908203,47716900
2023-04-11,159.88432686993428,159.89416958590462,158.07226031922266,158.3578643798828,47644200
2023-04-12,158.77147274218814,159.59871163720814,157.35334033527027,157.66848754882812,50133100
2023-04-13,159.17521196081944,163.28187732223762,158.96839477228292,163.04551696777344,68445600
2023-04-14,162.09025757823102,163.79399372639534,161.33196290458474,162.7008514404297,49386500
2023-04-17,162.5826774005875,162.8781241294329,161.53877864877254,162.72055053710938,41516200
2023-04-18,163.57736611842117,164.86746811951792,163.13418846133288,163.94174194335938,49923000
2023-04-19,163.28189796071484,165.60605581206516,163.0258371209191,165.0841064453125,47720200
2023-04-20,163.56749547193866,165.32046042282218,163.04554607797024,164.11898803710938,52456400
2023-04-21,162.5432913390932,163.9220227028112,161.991798793606,162.5137481689453,58337300
